city, Total in-migrants, Intraprovincial in-migrants, Interprovincial in-migrants, External in-migrants, Total out-migrants, Intraprovincial out-migrants, Interprovincial out-migrants
Hamilton,24300,17415,2330,4560,16490,14300,2195
